OTUs	Lineage
166	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Blattabacteriaceae
167	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Alcanivoracaceae;g_Alcanivorax;s_Unclassified__Alcanivorax
168	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
169	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Nocardiaceae;s_Rhodococcus
170	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
171	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Streptococcaceae;s_Streptococcus
172	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
173	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
174	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Acidovorax;s_Acidovorax__Carolinensis
175	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Frigoribacterium
176	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
177	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Schleiferiaceae
178	r_Root;k_Bacteria;p_Nitrospirae;c_Nitrospira;o_Nitrospirales;f_Nitrospiraceae;g_Nitrospira;s_Unclassified__Nitrospira
179	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Enterococcaceae;s_Enterococcus
180	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Rouxiella;s_Rouxiella__Badensis
181	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Nostocales;g_Nostocaceae;s_Cylindrospermum
182	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Cellvibrio;s_Unclassified__Cellvibrio
183	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Pahexavirus
184	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
185	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Arcobacter__Group
186	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Collimonas;s_Collimonas__Fungivorans
187	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella__Vinsonii
188	r_Root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Streptobacillus;s_Streptobacillus__Moniliformis
189	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Saliniradius;s_Saliniradius__Amylolyticus
190	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Limnobacter;s_Unclassified__Limnobacter
191	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Alicyclobacillaceae;s_Alicyclobacillus
192	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Companilactobacillus
193	r_Root;k_Bacteria;p_Nitrospirae;c_Nitrospira;o_Nitrospirales;f_Nitrospiraceae;g_Nitrospira;s_Candidatus__Nitrospira__Inopinata
194	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Oscillatoriophycideae;g_Chroococcales;s_Aphanothecaceae
195	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
196	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Unclassified__Pseudomonas
197	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Ligilactobacillus
198	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Alicyclobacillaceae;s_Alicyclobacillus
199	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Thermoanaerobacterales;g_Thermoanaerobacterales__Family__Iii.__Incertae__Sedis;s_Caldicellulosiruptor
200	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiaceae;s_Clostridium
201	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Myoviridae;s_Tevenvirinae
202	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Frondihabitans
203	r_Root;k_Monodnaviria;p_Shotokuvirae;c_Cressdnaviricota;o_Repensiviricetes;f_Geplafuvirales;g_Geminiviridae;s_Begomovirus
204	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
205	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
206	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Aggregatibacter;s_Aggregatibacter__Segnis
207	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia__Plymuthica
208	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Photobacterium;s_Photobacterium__Damselae
209	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
210	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Halotalea;s_Halotalea__Alkalilenta
211	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Aphrogenes
212	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
213	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Herbaspirillum;s_Herbaspirillum__Frisingense
214	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
215	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Alkalihalobacillus
216	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Kytococcaceae;s_Kytococcus
217	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
218	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Hypericibacter;s_Hypericibacter__Adhaerens
219	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micrococcales;g_Microbacteriaceae;s_Microbacterium
220	r_Root;k_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Bdellovibrionales;f_Bdellovibrionaceae;g_Bdellovibrio;s_Bdellovibrio__Exovorus
221	r_Root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Borreliaceae;g_Borreliella;s_Borreliella__Bissettii
222	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium/Agrobacterium__Group;s_Rhizobium
223	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Cyanobacteria/Melainabacteria__Group;o_Cyanobacteria;f_Oscillatoriophycideae;g_Oscillatoriales;s_Oscillatoriaceae
224	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Alteromonas;s_Alteromonas__Mediterranea
225	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Deltaproteobacteria;f_Desulfovibrionales;g_Desulfovibrionaceae;s_Pseudodesulfovibrio
226	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella__Fallonii
227	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptosporangiales;g_Thermomonosporaceae;s_Thermomonospora
228	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
229	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Macrococcus
230	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Paenibacillaceae;s_Paenibacillus
231	r_Root;k_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Bacteriovoracales;f_Halobacteriovoraceae;g_Halobacteriovorax;s_Unclassified__Halobacteriovorax
232	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Planctomycetales;g_Planctomycetaceae;s_Symmachiella
233	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Propionibacteriales;g_Propionibacteriaceae;s_Propionibacterium
234	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Candidatus__Symbiobacter;s_Candidatus__Symbiobacter__Mobilis
235	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Unclassified__Pseudomonas
236	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Planococcaceae;s_Planococcus
237	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Marinobacter;s_Marinobacter__Salinus
238	r_Root;k_Bacteria;p_Pvc__Group;c_Chlamydiae;o_Chlamydiia;f_Chlamydiales;g_Chlamydiaceae;s_Chlamydia/Chlamydophila__Group
239	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Azonexaceae;g_Dechloromonas;s_Dechloromonas__Aromatica
240	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
241	r_Root;k_Bacteria;p_Acidobacteria;c_Holophagae;o_Thermotomaculales;f_Thermotomaculaceae;g_Thermotomaculum;s_Thermotomaculum__Hydrothermale
242	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
243	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia__Ureilytica
244	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas__Reinekei
245	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Lachnospiraceae;s_Butyrivibrio
246	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Demerecviridae;s_Mccorquodalevirinae
247	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Cytophagia;g_Cytophagales;s_Hymenobacteraceae
248	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Arcobacter__Group
249	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Tissierellia;f_Tissierellales;g_Peptoniphilaceae;s_Finegoldia
250	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Planococcaceae;s_Planomicrobium
251	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Bacteroidia;g_Bacteroidales;s_Bacteroidaceae
252	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Bacillus
253	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Unclassified__Sphingopyxis
254	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Jeotgalicoccus
255	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Gibbsiella;s_Gibbsiella__Quercinecans
256	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Hydrogenophaga;s_Unclassified__Hydrogenophaga
257	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas__Media
258	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Enterococcaceae;s_Enterococcus
259	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Staphylococcaceae;s_Staphylococcus
260	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiaceae;s_Clostridium
261	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Oreintalis__Group
262	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Entomoplasmatales;g_Spiroplasmataceae;s_Spiroplasma
263	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Lactobacillus
264	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
265	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Pseudonocardiales;g_Pseudonocardiaceae;s_Saccharopolyspora
266	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Anguillarum
267	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Clostridia;f_Clostridiales;g_Clostridiaceae;s_Clostridium
268	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Virgibacillus
269	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Corynebacteriaceae;s_Corynebacterium
270	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella;s_Unclassified__Shewanella
271	r_Root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Borreliaceae;g_Borrelia;s_Borrelia__Maritima
272	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Streptomycetales;g_Streptomycetaceae;s_Streptomyces
273	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
274	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
275	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia__Ficaria
276	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium/Agrobacterium__Group;s_Rhizobium
277	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
278	r_Root;k_Duplodnaviria;p_Heunggongvirae;c_Uroviricota;o_Caudoviricetes;f_Caudovirales;g_Siphoviridae;s_Unclassified__Siphoviridae
279	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Salicibibacter
280	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Peribacillus
281	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Erysipelotrichia;f_Erysipelotrichales;g_Erysipelotrichaceae;s_Longibaculum
282	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Pediococcus
283	r_Root;k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Acetomicrobium;s_Acetomicrobium__Mobile
284	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Chitinophagia;g_Chitinophagales;s_Chitinophagaceae
285	r_Root;k_Bacteria;p_Acidobacteria;c_Acidobacteriia;o_Bryobacterales;f_Bryobacteraceae;g_Paludibaculum;s_Paludibaculum__Fermentans
286	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Pasteurella;s_Pasteurella__Multocida
287	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Unclassified__Pseudoalteromonas
288	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasmopsis
289	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Janthinobacterium;s_Unclassified__Janthinobacterium
290	r_Root;k_Unclassified__Viruses;p_Unclassified__Dna__Viruses;c_Unclassified__Dsdna__Viruses;o_Pandoravirus;f_Pandoravirus__Inopinatum
291	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium/Agrobacterium__Group;s_Rhizobium
292	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter__Calcoaceticus/Baumannii__Complex
293	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter__Cloacae__Complex
294	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomonas;s_Methylomonas__Rhizoryzae
295	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Phycisphaerae;f_Phycisphaerales;g_Phycisphaeraceae;s_Poriferisphaera
296	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Teredinibacter;s_Teredinibacter__Haidensis
297	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Unclassified__Acinetobacter
298	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Tissierellia;f_Tissierellales;g_Peptoniphilaceae;s_Peptoniphilus
299	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Aerococcaceae;s_Aerococcus
300	r_Root;k_Varidnaviria;p_Bamfordvirae;c_Nucleocytoviricota;o_Megaviricetes;f_Algavirales;g_Phycodnaviridae;s_Prasinovirus
301	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Unclassified__Enterobacter
302	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
303	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Navarrensis
304	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Pirellulales;g_Thermoguttaceae;s_Thermogutta
305	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Campylobacter
306	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Limosilactobacillus
307	r_Root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Pseudoleptotrichia;s_Pseudoleptotrichia__Goodfellowii
308	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Mycoplasmatales;g_Mycoplasmataceae;s_Mycoplasma
309	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio__Aquimaris
310	r_Root;k_Bacteria;p_Pvc__Group;c_Verrucomicrobia;o_Verrucomicrobiae;f_Verrucomicrobiales;g_Verrucomicrobiaceae;s_Roseimicrobium
311	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Bifidobacteriales;g_Bifidobacteriaceae;s_Bifidobacterium
312	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Bacillales;g_Bacillaceae;s_Geobacillus
313	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Weeksellaceae
314	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Tenericutes;o_Mollicutes;f_Acholeplasmatales;g_Acholeplasmataceae;s_Candidatus__Phytoplasma
315	r_Root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Taylorella;s_Taylorella__Equigenitalis
316	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Lactobacillaceae;s_Lactobacillus
317	r_Root;k_Bacteria;p_Pvc__Group;c_Planctomycetes;o_Planctomycetia;f_Planctomycetales;g_Planctomycetaceae;s_Planctopirus
318	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Roseovarius;s_Unclassified__Roseovarius
319	r_Root;k_Polydnaviridae;p_Bracovirus;c_Cotesia__Congregata__Bracovirus
320	r_Root;k_Bacteria;p_Fcb__Group;c_Bacteroidetes/Chlorobi__Group;o_Bacteroidetes;f_Flavobacteriia;g_Flavobacteriales;s_Flavobacteriaceae
321	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Corynebacteriales;g_Nocardiaceae;s_Nocardia
322	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Scandinavium;s_Scandinavium__Goeteborgense
323	r_Root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas__Sanxanigenens
324	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella;s_Shewanella__Benthica
325	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kosakonia;s_Unclassified__Kosakonia
326	r_Root;k_Bacteria;p_Proteobacteria;c_Delta/Epsilon__Subdivisions;o_Epsilonproteobacteria;f_Campylobacterales;g_Campylobacteraceae;s_Arcobacter__Group
327	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Orbus;s_Unclassified__Orbus
328	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Firmicutes;o_Bacilli;f_Lactobacillales;g_Enterococcaceae;s_Tetragenococcus
329	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Nitrosococcus;s_Nitrosococcus__Oceani
330	r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas;s_Unclassified__Pseudoalteromonas
331	r_Root;k_Bacteria;p_Terrabacteria__Group;c_Actinobacteria;o_Actinomycetia;f_Micromonosporales;g_Micromonosporaceae;s_Micromonospora
332	"r_Root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacteriaceae__Incertae__Sedis;s_Ant,__Tsetse,__Mealybug,__Aphid,__Etc.__Endosymbionts"
