"OTUs"	"N2"	"N3"	"N4"	"E1"	"E3"	"E4"	"E5"
2460	54	0	161	0	0	0	0
2461	36	0	677	40	0	0	47
2462	0	0	133	0	0	0	0
2463	41	0	0	0	0	152	0
2464	37	0	504	0	107	0	946
2465	10	0	2585	0	0	0	0
2466	0	0	281	0	63	0	0
2467	46	0	0	0	0	0	0
2468	0	0	58	0	0	0	0
2469	0	0	836	0	0	0	0
2470	0	0	57	0	0	0	0
2471	66	0	487	0	0	0	44
2472	0	0	101	0	0	0	0
2473	363	0	24	0	0	0	168
2474	135	0	85	0	0	0	8316
2475	20	0	21	0	0	0	0
2476	33	0	254	0	121	31	52
2477	0	52	0	0	0	0	0
2478	0	76	0	105	0	0	0
2479	0	0	0	0	11	0	0
2480	0	0	48	0	0	0	0
2481	0	0	66	0	0	0	0
2482	1376	48984	3987	1767	11836	52	226
2483	82	0	23	22	0	0	0
2484	40	0	75	0	13	0	1010
2485	828	13	924	198	13	0	53
2486	0	0	479	0	0	0	0
2487	0	0	321	0	0	0	0
2488	45	0	634	0	1006	0	14
2489	1071	1624	3443	83	9429	0	16218
2490	11	0	65	0	428	0	0
2491	0	0	0	0	0	0	49
2492	66	0	60	0	0	0	0
2493	491	0	337	0	211	0	0
2494	0	0	15	0	0	0	0
2495	10	0	0	0	0	0	1833
2496	0	0	216	0	0	0	0
2497	136	0	92	0	0	0	63
2498	0	0	81	0	0	0	93
2499	57	0	31	0	0	18	0
2500	78	0	11	0	21	0	0
2501	0	0	30	0	0	0	0
2502	24	0	11	0	0	0	0
2503	0	15	234	0	0	0	91
2504	0	0	185	0	0	0	0
2505	0	0	69	0	0	0	18
2506	0	0	0	0	0	24	0
2507	21	0	148	0	0	0	0
2508	0	13	0	0	0	0	0
2509	256	0	81	0	0	0	0
2510	11	0	147	0	0	0	0
2511	0	14	53	46	13	0	0
2512	247	0	360	0	0	0	0
2513	127	0	32	0	0	0	0
2514	34	0	44	0	0	0	38497
2515	0	0	5432	0	0	0	0
2516	470	153	2350	32	1298	181	144
2517	71	0	264	247	0	0	0
2518	16	666	686	0	0	0	0
2519	1892	639	2997	142	1450	92	5061
2520	0	0	98	0	0	0	0
2521	180	57	68	0	0	0	0
2522	13	0	0	0	0	0	0
2523	702	0	1119	2665	28	0	1007
2524	125	0	75	0	0	0	0
2525	0	0	10	0	0	0	0
2526	27	0	1392	0	0	0	0
2527	35	0	0	0	0	0	0
2528	216	0	204	0	0	0	0
2529	90	0	191	0	2224	14	0
2530	43	0	60	0	0	0	0
2531	1139	1404	1171	116	28	26	0
2532	0	0	37	0	11	0	0
2533	678	0	11	0	0	0	0
2534	16	0	439	0	0	0	30
2535	15	0	308	0	0	0	0
2536	2006	1472	26	243	0	0	58
2537	21	69	166	0	31	0	989
2538	57	0	421	472	0	0	0
2539	0	0	25	0	0	0	0
2540	0	0	39	0	0	0	570
2541	288	0	117	0	0	0	0
2542	33	0	33	1596	0	0	0
2543	0	1238	146	0	17	0	119
2544	11	0	0	0	0	0	0
2545	131	0	0	0	0	0	124
2546	1187	60683	3035	259	1528	0	28
2547	0	0	20	11	74	0	0
2548	12	0	27	0	0	0	0
2549	13	0	204	0	0	0	0
2550	89	0	487	0	0	0	0
2551	0	0	0	0	8023	0	0
2552	0	325	0	0	0	0	0
2553	0	0	22	0	0	0	0
2554	32	0	720	20	0	0	143
2555	0	0	0	0	211	0	0
2556	350	0	53	69	0	0	593
2557	0	0	0	13	0	0	0
2558	298	0	2012	0	50	19	0
2559	16	0	17	44	0	0	0
2560	60	0	17	39	20	0	259
2561	103	42	609	45	82	0	250
2562	154	0	2017	0	333	0	222
2563	0	0	0	368	0	0	0
2564	176	0	0	0	0	0	0
2565	30	0	0	0	0	0	0
2566	0	0	17	0	0	0	0
2567	0	0	16	0	0	0	1055
2568	198	0	0	0	0	0	0
2569	0	0	30	0	0	0	0
2570	0	198	36	0	21	0	0
2571	14	29	0	0	0	0	0
2572	482	0	215	0	787	0	0
2573	42	0	98	0	0	0	0
2574	0	0	50	0	26	0	23912
2575	12	0	13	0	0	0	0
2576	0	0	22	0	0	0	0
2577	0	0	0	0	0	18	0
2578	0	0	28	0	0	0	0
2579	0	0	0	0	89	0	0
2580	0	31	0	0	0	0	0
2581	59	0	510	187	0	0	0
2582	144	0	60	0	0	0	0
2583	90	0	245	0	0	0	93
2584	0	0	12	0	0	0	0
2585	0	0	736	0	0	0	0
2586	806	0	98	0	0	0	0
2587	99	0	129	237	119	0	179
2588	0	0	32	448	2814	0	48987
2589	917	0	604	0	0	0	0
2590	11382	4397	9950	3493	4629	231	16848
2591	0	0	157	0	0	0	0
2592	13149	28549	334678	53075	5948	19	20720
2593	156	0	822	0	0	0	0
2594	34	0	0	0	0	0	0
2595	463	1329	0	0	3609847	0	1259
2596	54	20	217	138	150	0	0
2597	0	0	178	0	0	0	0
2598	376	0	0	0	0	0	0
2599	65	82	338	0	0	0	62
2600	143	0	46	22	641	0	0
2601	22	0	1322	0	0	159	0
2602	0	0	0	75	0	162	0
2603	175	0	96	0	0	0	0
2604	72	0	0	0	0	0	0
2605	180	0	78	0	11	0	22
2606	161	0	10	0	0	0	0
2607	1378	0	475	0	0	0	0
2608	0	0	134	0	0	0	0
2609	35	0	72	0	17	0	0
2610	1120	200	2559	99	585	59	1753
2611	147	0	87	0	0	12	0
2612	0	1694	0	0	0	0	0
2613	3336	217	6332	757	4694	190	6228
2614	0	0	267	0	2459	0	0
2615	3222	87	10022	139	15974	90	3106
2616	0	0	0	0	0	0	829
2617	0	0	0	17	0	0	0
2618	0	0	389	0	3883	0	0
2619	86	14156	453	63	0	0	14
2620	367	0	934	0	0	0	1985
2621	55	0	34	0	0	0	0
2622	0	19	29	0	81	0	0
2623	0	56	23	0	76	0	0
2624	63	0	79	0	0	0	0
2625	0	21	0	0	33	0	0
2626	0	0	11	0	0	0	0
2627	0	0	55	0	0	0	27
2628	0	0	129	0	0	0	23
2629	0	0	38	0	0	0	0
2630	0	11	0	0	187	0	0
2631	1032	0	0	0	0	0	0
2632	0	0	12	0	0	0	51
2633	0	64	54	386	0	0	0
2634	0	0	75	0	0	0	0
2635	0	0	0	0	0	0	120
2636	0	0	28	0	12	0	0
2637	0	0	0	0	14	0	0
2638	0	0	0	0	35198	0	0
2639	121	0	0	0	0	0	0
2640	13799	52689	28889	1297	9053	686	30201
2641	33	0	33	0	0	0	90
2642	0	0	356	0	0	0	0
2643	0	0	45	0	0	0	0
2644	0	0	0	75	0	0	0
2645	36	0	10	0	0	0	0
2646	12	0	0	0	0	0	0
2647	75	0	0	0	0	0	0
2648	96	0	0	0	0	0	0
2649	91	0	196	0	0	0	521
2650	125	0	0	0	0	0	0
2651	0	0	0	0	0	0	0
2652	46	0	104	0	0	0	0
2653	0	0	23	16	0	0	0
2654	0	0	538	156	0	0	0
2655	130	124	48	0	0	0	0
2656	0	0	667	0	0	0	0
2657	30	0	0	0	0	0	0
2658	31	0	135	0	38	249	0
2659	0	162	72	0	0	0	0
2660	0	353	0	0	0	0	0
2661	97	24	97	0	0	0	855
2662	0	12	61	0	0	0	0
2663	46	0	204	0	0	0	0
2664	0	0	11	0	0	0	0
2665	935	0	0	0	0	0	0
2666	123	0	0	0	0	0	61
2667	0	0	17	144	55	14	0
2668	113	0	193	0	0	0	82
2669	140	0	64	0	0	0	1674
2670	10	0	0	0	0	0	67
2671	0	0	171	0	0	0	0
2672	0	0	284	34	0	0	0
2673	0	0	532	12	0	0	0
2674	837	0	22	0	69	0	23
2675	100	20	623	0	0	78	106
2676	42	0	0	0	0	0	0
2677	3218	36257	8034	259	7576	19	2473
2678	197	0	244	0	13	0	0
2679	0	0	0	0	0	17	94
2680	0	0	109	0	0	0	291
2681	52	0	162	0	0	0	0
2682	3348	1786	13263	1258	8098	130	5329
2683	924	21	2160	0	2802	0	508
2684	222	0	372	12	239	0	30
2685	25	0	0	0	0	0	0
2686	0	23	0	0	0	0	0
2687	32	0	0	0	0	0	0
2688	0	0	137	242	1252	0	838
2689	108	0	12	0	0	0	0
2690	68	0	134	0	0	0	3216
2691	951	0	5131	205	25	82	1218
2692	25	0	345	0	127	0	22
2693	380	0	266	0	0	0	1565
2694	0	0	266	0	0	0	0
2695	354	21	375	0	0	0	0
2696	0	0	32	0	0	0	0
2697	0	0	148	0	0	0	0
2698	12	0	23	0	0	0	0
2699	484	15	913	12	0	14	294
2700	0	0	49	0	0	0	0
2701	0	0	115	0	0	0	0
2702	26	0	120	0	0	0	452
2703	0	0	16	0	0	0	0
2704	1096	0	0	0	0	0	0
2705	44	0	555	0	0	0	0
2706	0	0	178	0	0	0	108
2707	11	353	15	0	0	11	0
2708	0	0	0	0	0	0	30
2709	62	0	30	267	0	82	15
2710	0	0	87	0	0	0	0
2711	45	0	0	0	0	0	0
2712	0	0	19	0	0	0	0
2713	75	32	557	271	0	0	47
2714	316	0	101	0	0	0	0
2715	608	0	0	0	0	0	0
2716	2012	195	2440	0	0	0	46
2717	27	0	1622	0	0	0	0
2718	18	0	499	0	166	0	0
2719	0	0	0	0	0	0	87
2720	72	0	125	0	0	0	0
2721	496	0	0	0	0	0	0
2722	20	0	16	0	41	0	0
2723	0	0	394	0	0	0	0
2724	22	0	2050	0	0	0	0
2725	458	0	0	0	0	0	0
2726	315	0	12	0	0	0	0
2727	0	67	43	0	0	0	0
2728	181	0	647	13	797	0	193
2729	0	11	0	0	0	0	0
2730	0	0	0	0	14	0	0
2731	0	0	15	0	0	0	0
2732	11	0	0	0	66	0	0
2733	0	0	51	0	0	0	0
2734	6110	0	0	0	0	0	0
2735	159	0	120	0	0	0	790
2736	12	0	38	0	0	0	0
2737	67	0	929	0	0	0	0
2738	0	0	0	0	0	0	25
2739	104	384	21	0	0	20	0
2740	0	0	0	0	0	0	199
2741	0	25324	0	0	0	0	0
2742	1411	0	788	0	7876	0	421
2743	71	0	87	0	0	0	0
2744	30	0	0	0	0	0	0
2745	56	0	46	103	0	0	15
2746	0	0	66	0	564	0	0
2747	1286	0	125	0	0	0	55
2748	0	0	56	0	0	0	0
2749	59	0	266	0	0	0	0
2750	25	0	1153	0	392	0	0
2751	0	0	20	0	0	0	0
2752	0	0	0	1017	0	0	0
2753	25	0	0	0	0	0	0
2754	32	0	458	0	0	0	0
2755	0	0	0	0	0	0	134
2756	186	0	390	518	4183	16	37
2757	31	0	0	0	137	0	0
2758	0	0	23	0	35	0	0
2759	522	596	144	0	180	0	6513
2760	613	0	136	0	0	0	0
2761	18	0	1278	0	0	0	0
2762	58	0	801	0	0	0	0
2763	0	0	148	0	0	0	0
2764	0	0	43	0	218	0	0
2765	136	0	177	0	0	0	10
2766	0	0	0	0	0	0	0
2767	0	0	13	26	0	0	0
2768	0	0	65	0	0	0	0
2769	94	17	554	0	0	0	0
2770	15	0	122	0	0	12	0
2771	11	500	2292	0	0	0	0
2772	37	79	214	0	0	0	0
2773	874	0	146	0	0	0	0
2774	612	0	814	0	0	0	0
2775	525	0	0	0	0	0	0
2776	509	0	391	0	0	0	0
2777	68	0	52	0	0	0	0
2778	0	0	50	0	0	0	0
2779	0	0	11	17	0	0	0
2780	56	0	574	0	0	0	0
2781	0	0	172	0	1651	0	0
2782	0	23	318	0	0	0	0
2783	63	0	120	0	0	0	595
2784	50	0	160	0	0	0	21
2785	21	0	71	0	0	0	0
2786	0	0	0	0	0	0	94
2787	0	0	0	0	0	0	136
2788	198	0	3102	0	33	0	1404
2789	0	0	28	0	0	0	0
2790	255	0	5537	0	0	0	0
2791	1346	0	0	0	0	0	0
2792	0	0	38	0	0	0	0
2793	914	211	8869	64	435	17	746
2794	230	996	849	0	0	34	63
2795	0	438	0	0	0	0	0
2796	0	0	18	0	0	0	0
2797	0	0	110	17	0	0	0
2798	0	0	0	0	46	0	921
2799	50	0	25	0	0	0	0
2800	0	0	17	0	0	0	0
2801	40	0	0	0	0	0	13
2802	0	41	0	0	0	0	0
2803	0	0	0	0	0	0	42
2804	178	0	665	0	52	235	13
2805	0	0	60	0	0	0	0
2806	146	485	729	0	0	0	0
2807	94	0	64	0	0	0	0
2808	158	0	1717	0	0	0	0
2809	0	0	0	174	26	0	0
2810	908	0	0	0	160	0	0
2811	24	0	36	0	0	0	0
2812	0	0	0	0	0	0	38
2813	90	0	156	0	0	0	30
2814	123	0	215	0	684	0	5787
2815	41	0	0	0	0	0	0
2816	0	0	646	0	0	0	0
2817	0	0	434	0	0	0	0
2818	0	0	195	0	0	0	0
2819	0	0	26	0	0	0	0
2820	0	0	87	0	0	0	0
2821	0	0	24	0	0	0	162
2822	0	0	0	0	0	0	26950
2823	36	0	19	205	0	0	18
2824	123	0	363	0	2252	0	27
2825	28	0	0	0	0	0	0
2826	0	0	58	0	0	0	0
2827	0	0	94	0	0	0	0
2828	35	0	676	0	0	0	15
2829	0	0	0	0	0	0	11
2830	0	0	276	0	0	0	0
2831	546	36	808	0	0	353	67
2832	171	0	660	0	0	0	0
2833	0	0	48	0	0	0	0
2834	96	0	0	103	41	220	0
2835	0	0	69	0	0	0	0
2836	0	0	0	18	0	0	0
2837	0	0	194	0	0	0	0
2838	0	0	0	0	441	0	0
2839	0	0	0	0	0	41	0
2840	56	14	194	0	0	0	0
2841	227	0	99	0	6211	0	0
2842	0	15	0	0	0	0	0
2843	47	0	223	0	0	0	654
2844	0	0	145	0	0	0	0
2845	11	0	0	0	0	0	0
2846	26	0	51	0	0	0	0
2847	0	0	20	0	0	0	0
2848	0	0	0	0	240	0	0
2849	99	0	671	0	865	0	62
2850	73	76	88	0	0	0	192
2851	271	0	198	0	53	0	89
2852	0	0	54	0	0	0	0
2853	28	0	37	0	0	0	0
2854	3367	0	857	111	0	26	0
2855	0	0	10	0	323	0	0
2856	137	0	1289	0	157	0	0
2857	97	27	0	15	0	0	0
2858	36	0	28	0	28	0	2728
2859	83	0	104	0	0	0	0
2860	14	322	413	949	0	0	0
2861	0	0	249	8505	0	0	0
2862	0	0	63	0	0	0	0
2863	0	0	140	0	0	0	0
2864	0	0	170	0	0	0	0
2865	23	0	2553	0	0	0	0
2866	44	361	154	0	0	0	0
2867	0	0	12	0	0	17	0
2868	0	0	0	0	280	0	0
2869	1193	0	199	0	5008	0	126
2870	15	0	18	0	0	0	9781
2871	0	0	0	0	0	0	58
2872	23	0	441	0	0	0	0
2873	581	0	375	81	22	0	211
2874	217	79	1130	22	0	0	0
2875	0	0	31	0	0	0	0
2876	0	0	202	0	0	0	0
2877	32	0	43	0	0	0	0
2878	0	0	0	27	0	0	0
2879	986	0	0	0	0	0	0
2880	116	0	64	0	0	0	0
2881	375	0	0	0	51	0	0
2882	57	0	206	0	0	0	0
2883	12	0	48	0	14	0	0
2884	0	0	17	0	13	0	4208
2885	60	25	279	0	0	0	0
2886	41	0	357	1686	1738	0	0
2887	51	0	307	0	0	0	0
2888	6796	128	5428	10	64	73	610
2889	0	0	0	661	0	0	0
2890	0	0	159	0	0	0	0
2891	53	38	72	0	0	0	0
2892	0	0	689	0	0	389	0
2893	3429	0	0	0	0	0	0
2894	28	0	18	0	0	0	0
2895	10	0	0	0	0	0	357
2896	103	174	259	0	1001	0	0
2897	0	0	34	0	0	0	390
2898	149	0	0	0	0	0	0
2899	12	0	81	0	0	0	0
2900	30	0	133	0	0	0	0
2901	70	0	96	0	0	0	0
2902	105	0	4488	0	0	0	394
2903	0	0	0	0	0	28	0
2904	165	0	56	0	0	0	0
2905	50	0	260	0	0	0	0
2906	0	0	24	0	0	0	0
2907	0	0	14	0	0	0	0
2908	17	0	202	29	11	0	0
2909	18	0	15	0	0	0	0
2910	0	0	0	284	0	0	0
2911	0	124089	0	0	0	0	0
2912	0	0	0	0	0	0	205
2913	0	0	0	0	0	0	270
2914	0	0	39	0	0	0	0
2915	62	0	10	0	0	0	0
2916	82	0	310	0	0	0	0
2917	13	0	33	0	26	0	0
2918	51	0	31	0	0	0	0
2919	104	0	1627	0	1057	0	36
2920	0	0	16	0	0	0	0
2921	226	0	767	0	0	0	0
2922	59	0	231	0	0	0	0
2923	51	0	105	0	0	0	0
2924	345	2204	685	125	264	0	768
2925	105	0	29	0	0	0	149
2926	106	97	53	0	0	0	0
2927	0	0	789	0	0	458	2601
2928	1067	41922	3658	60	0	0	0
2929	1936	0	3508	0	15056	0	49
2930	430	5909	508	0	0	829	529
2931	217	14	156	99	0	0	234
2932	54	38	20	0	0	0	20
2933	0	0	24	0	0	0	0
2934	0	0	0	0	99	0	0
2935	340	0	36	0	0	0	0
2936	0	0	154	0	0	0	0
2937	0	0	0	0	0	20	0
2938	0	35	40	0	0	14	0
2939	0	0	0	0	19	0	37
2940	0	0	20	0	0	0	0
2941	0	0	0	0	0	0	1602
2942	0	0	23	0	0	0	17
2943	36	0	36	0	0	0	0
2944	0	0	0	0	159	0	0
2945	81	0	34	0	0	0	0
2946	0	0	62	0	359	0	0
2947	566	0	0	15	312	0	0
2948	534	17	297	0	391	0	0
2949	1530	629	12024	679	5088	18	489
2950	0	0	125	0	70	0	0
2951	0	0	0	0	0	0	126
2952	59	0	1838	0	0	0	0
2953	0	0	0	0	831	0	0
2954	0	0	21	0	0	0	0
2955	0	0	622	0	0	0	0
2956	231	0	795	42	19	0	45
2957	0	0	0	0	0	0	723
2958	0	0	86	0	0	0	0
2959	155	0	81	0	0	0	14
2960	32	0	322	572	0	0	0
2961	248	239	3315	0	5677	0	1855
2962	109	0	58	0	0	0	0
2963	0	0	25	0	0	0	8201
2964	280	0	14	39	0	0	0
2965	69	0	19	0	887	0	69
2966	8117	0	0	0	0	0	0
2967	0	0	375	0	858	0	100
2968	0	75	0	0	0	0	0
2969	103	0	321	63	0	0	0
2970	0	0	95	0	55	0	1698
2971	0	0	107	67	0	0	0
2972	49	0	34	0	0	0	0
2973	4289	447	22242	8713	45292	802	8199
2974	0	0	0	465	0	0	0
2975	625	0	88	0	0	0	0
2976	397	0	297	0	0	0	21
2977	0	0	17	0	0	0	0
2978	0	0	23	0	0	0	0
2979	89	682	268	0	2283	0	19
2980	465	0	109	394	471	0	45
2981	0	0	68	0	0	0	0
2982	184	0	182	0	0	0	0
2983	0	189	0	0	0	0	0
2984	0	0	3725	11	0	0	2466
2985	0	0	562	0	0	0	0
2986	2794	0	147	0	0	0	0
2987	10	0	66	0	0	0	3757
2988	33	0	17	24	0	0	0
2989	19	50	2482	0	0	0	0
2990	289	0	0	0	0	0	0
2991	18	0	71	0	0	0	0
2992	62	154	656	0	91	0	96
2993	18	0	483	0	101	17	2172
2994	0	0	29	0	0	0	0
2995	0	0	97	0	17	0	0
2996	79	0	0	0	0	0	0
2997	27	0	282	22	0	0	0
2998	0	845	0	0	0	0	0
2999	0	0	23	0	0	0	0
3000	85	24	55	0	0	0	0
3001	0	0	35	0	0	0	0
3002	0	0	42	0	0	0	0
3003	28	0	0	0	0	0	46
3004	640	0	0	0	0	0	59
3005	111	1740	308	43	5762	0	0
3006	113	0	982	0	0	0	10
3007	60	0	387	0	13	0	32
3008	625	0	0	0	0	0	0
3009	4845	0	26	0	180	0	898
3010	172	0	283	78	0	15	71
3011	0	0	46	0	0	0	0
3012	365	0	0	0	0	0	0
3013	0	0	56	0	0	0	0
3014	141	0	6245	0	12	0	120
3015	26	0	34	0	0	0	0
3016	29	0	54	0	0	0	0
3017	1264	34	0	0	0	0	0
3018	1670	0	829	0	0	12	0
3019	111	0	28	796	0	0	0
3020	0	50	0	0	0	0	0
3021	149	0	1149	0	0	0	0
3022	0	0	28	0	525	0	0
3023	10	0	165	0	0	0	0
3024	15	804	0	0	0	0	0
3025	4889	426	14480	1588	7743	111	3082
3026	109	0	326	0	0	0	12
3027	132	0	0	0	0	0	0
3028	106	0	100	0	0	0	23
3029	42	0	2214	0	0	0	0
3030	23	15	966	1508	0	0	0
3031	510	10903	581	0	990	0	188
3032	13	0	33	0	0	0	0
3033	76	0	142	0	0	0	18
3034	0	0	13	0	0	0	0
3035	20	0	451	0	0	0	16
3036	36	0	332	60	0	0	17
3037	0	27	0	0	0	0	0
3038	82	0	165	13	0	0	0
3039	725	0	108	0	151	0	169
3040	0	0	76	95	0	0	0
3041	0	0	98	0	0	0	0
3042	22	0	16	0	0	0	0
3043	107	0	44	0	0	0	0
3044	0	0	0	0	0	670	0
3045	0	0	0	43	0	0	258
3046	39	0	0	253	0	0	0
3047	185	118	883	0	0	0	0
3048	58	0	661	0	0	0	0
3049	0	0	0	0	0	0	13103
3050	88	0	0	0	0	0	0
3051	0	0	86	0	0	0	0
3052	83	0	49	29	159	0	405
3053	47	0	25	101	0	0	0
3054	71	12	241	0	0	0	0
3055	330	14	2286	17	164	0	0
3056	18268	0	0	16	0	0	0
3057	17014	0	0	11	0	0	0
3058	210	0	0	471	0	0	0
3059	6074	214	21	0	0	0	0
3060	0	0	1063	96	0	0	850
3061	118	0	0	0	40	0	0
3062	853	0	681	0	0	0	0
3063	22	0	20	0	0	0	0
3064	30	0	0	0	0	0	0
3065	0	0	27	0	14	0	21
3066	660650	0	620	1100	4463	626	0
3067	304	0	745	0	1986	0	0
3068	158	0	0	0	0	0	0
3069	0	0	60	0	0	0	0
3070	1459	3458	1294	0	0	49	33
3071	0	0	0	0	11	0	0
3072	121	0	0	0	0	0	0
3073	276	74	1133	0	0	0	0
3074	0	0	0	0	0	0	15
3075	0	0	27	0	0	0	0
3076	54	0	16	0	0	0	0
3077	191	0	1115	0	0	0	0
3078	0	0	0	0	0	0	247
3079	25	0	0	0	0	0	0
3080	0	0	0	16	0	0	0
3081	24	0	0	0	0	0	0
3082	35	0	49	0	0	0	83
3083	14	0	0	31	0	0	5760
3084	0	0	28	0	0	0	0
3085	16	0	0	1011	0	0	0
3086	80	0	40	0	0	0	20
3087	0	0	0	0	0	45	0
3088	65	0	1097	0	0	0	0
3089	0	0	17	0	0	0	0
3090	88	93	583	0	4411	0	0
3091	16	0	152	0	42	0	0
3092	107	0	340	0	127	0	196
3093	0	0	605	933	0	0	27
3094	401	0	913	43	188	0	28
3095	21	0	0	0	0	0	0
3096	0	0	67	0	0	0	0
3097	0	0	13	0	0	0	0
3098	0	0	0	0	278	0	0
3099	0	0	251	0	47	0	0
3100	699	54	382	0	10784	0	0
3101	32	0	0	423	0	0	0
3102	0	0	19	0	0	0	0
3103	48	0	632	0	0	0	23
3104	0	0	30	0	0	0	0
3105	0	0	0	0	77	0	0
3106	203	0	12	0	0	0	0
3107	1055	0	120	0	0	0	0
3108	0	0	993	0	0	0	0
3109	0	0	11	0	0	0	0
3110	129	0	269	0	11	0	0
3111	94	241	427	0	0	0	0
3112	255	10894	31	0	18	0	0
3113	143	0	118	0	0	0	0
3114	69	0	3313	0	288	0	0
3115	2198	0	0	0	0	0	0
3116	358	0	0	131	0	0	0
3117	0	0	84	0	0	0	0
3118	794	0	22	0	0	0	0
3119	0	16	15	0	0	0	0
3120	13	0	0	0	0	0	0
3121	11	18	20	0	0	0	0
3122	15	0	110	0	70	0	0
3123	85	0	302	0	127	0	346
3124	226	0	2639	0	473	0	0
3125	79	0	2914	0	0	0	0
3126	360	0	1622	540	0	0	0
3127	25	0	0	0	0	0	0
3128	0	0	43	0	0	0	0
3129	0	0	10	106	0	0	0
3130	28	0	0	75	0	0	0
3131	0	0	21	366	0	0	0
3132	193	0	84	0	0	0	0
3133	0	0	0	0	0	0	51
3134	0	0	66	678	0	0	0
3135	59	0	908	0	155	0	8123
3136	11	0	17	0	0	0	0
3137	0	0	109	0	0	0	0
3138	0	0	383	0	0	0	0
3139	40	0	37	0	0	0	0
3140	102	0	264	0	0	0	0
3141	999	0	351	57	32	0	0
3142	0	0	18	0	0	0	24
3143	0	0	31	0	0	0	0
3144	0	0	159	0	0	0	0
3145	0	0	128	0	0	0	0
3146	0	0	47	0	0	0	495
3147	115	0	0	0	0	0	0
3148	229	25	482	35	0	0	260
3149	2388	20445	21566	11	161	0	441
3150	205	0	111	0	0	0	15
3151	0	0	0	0	1723	0	0
3152	43	27	424	0	0	0	0
3153	0	10	47	0	0	0	0
3154	8097	122	17034	277	10242	382	3609
3155	20	0	38	0	0	0	0
3156	3381	201889	0	0	0	0	0
3157	0	0	104	0	0	0	0
3158	0	0	17	0	0	0	0
3159	18	0	0	0	0	0	171
3160	23	0	304	0	0	0	109
3161	0	0	205	0	0	0	0
3162	65	35	127	0	0	0	0
3163	22	0	139	0	14	0	34598
3164	12	0	18	0	0	0	0
3165	0	0	1021	0	0	0	0
3166	0	0	11	0	0	0	0
3167	30	15	2598	0	44	0	0
3168	0	0	214	0	0	0	0
3169	0	0	22	0	0	0	0
3170	32	0	344	0	0	0	0
3171	0	0	43	0	0	0	0
3172	0	0	333	0	0	0	265
3173	235	0	11	0	0	0	0
3174	144	0	0	0	0	0	0
3175	545	0	902	0	0	0	0
3176	0	44	27	0	0	0	0
3177	38	0	496	0	0	286	0
3178	0	0	24	0	0	0	0
3179	17	0	0	0	0	0	0
3180	0	0	276	0	0	0	81
3181	11	0	0	0	0	0	40
3182	1148	58	275	0	2734	23	107
3183	23	0	452	0	0	0	0
3184	4750	0	42	0	0	0	0
3185	0	414	88	0	0	0	0
3186	31	0	51	194	0	0	0
3187	146	0	0	0	0	0	318
3188	69	0	0	0	0	0	0
3189	33	0	0	84	0	0	0
3190	0	0	16	0	0	28	73
3191	470	0	521	0	0	208	28
3192	0	0	0	0	1165	0	0
3193	0	0	0	0	199	0	0
3194	274	0	390	0	0	0	11
3195	0	0	0	0	0	0	845
3196	72	0	174	77	0	0	13
3197	211	0	17	0	0	0	0
3198	91	0	54	0	0	0	0
3199	487	0	38	0	0	0	0
3200	90	0	90	85	0	0	11
3201	1728	55	2094	282	1409	11	1520
3202	0	0	0	0	300	0	0
3203	166	0	710	0	219	0	920
3204	0	0	63	0	0	0	0
3205	204	0	128	31	0	0	0
3206	0	0	15	0	0	0	0
3207	502	0	22	0	0	0	6945
3208	15	0	0	0	0	0	0
3209	0	14	32	11	0	0	0
3210	141	0	68	0	0	0	0
3211	0	0	17	0	0	0	0
3212	0	0	0	10	0	0	0
3213	835	0	0	0	0	0	0
3214	61	0	11	0	0	0	0
3215	11	0	64	0	772	0	0
3216	88	0	1132	0	0	0	0
3217	13	0	0	0	0	0	0
3218	0	0	126	0	149	0	0
3219	0	0	27255	0	0	0	0
3220	0	0	10	0	0	0	0
3221	43	0	0	0	116	0	0
3222	0	0	3394	0	0	0	0
3223	0	0	12	0	24	0	0
3224	236	31	61	28	0	0	135
3225	40	0	0	0	0	0	0
3226	59	0	3891	0	0	0	29
3227	0	0	33	0	0	0	0
3228	110	0	55	15	0	0	46
3229	0	0	41	0	0	0	0
3230	0	0	97	0	485	0	0
3231	0	0	4321	0	20	0	0
3232	7039	8525	17823	4280	43974	383	68102
3233	736	0	1765	0	16	0	817
3234	0	0	73	0	0	0	310
3235	0	0	0	0	0	0	41
3236	149	28	431	18	0	0	1148
3237	0	0	0	4144	223	0	0
3238	258188	6773	470	40916	3272	2207	7188
3239	90	0	732	0	0	0	0
3240	14	0	1470	0	0	0	0
3241	13	0	79	82	0	0	0
3242	0	182	0	0	0	0	0
3243	276	0	545	17	1394	0	85
3244	0	14	24	0	0	0	0
3245	316	20	17	44	10	0	0
3246	0	0	24	0	0	0	0
3247	439	101	186	0	15	0	33
3248	39	0	0	0	0	0	0
3249	0	0	38	0	33	0	0
3250	348	0	916	0	394	0	0
3251	47	0	0	0	0	0	0
3252	0	0	51	0	0	0	0
3253	0	0	14	0	0	0	0
3254	189	0	639	146	0	60	94
3255	19	0	0	0	0	0	0
3256	20	72	0	604	0	0	27
3257	119	0	0	0	0	0	0
3258	46	0	808	296	13	0	1051
3259	1962	0	1089	0	1338	0	195
3260	79	0	45	344	0	0	25
3261	0	0	70	0	0	0	1723
3262	0	0	142	0	0	0	0
3263	15	47	0	0	0	0	0
